walk_index,terminal_position,scaled_terminal
3910,-44,-1.3914
3911,-20,-0.632456
3912,48,1.51789
3913,-6,-0.189737
3914,-14,-0.442719
3915,2,0.0632456
3916,14,0.442719
3917,54,1.70763
3918,-62,-1.96061
3919,20,0.632456
3920,26,0.822192
3921,6,0.189737
3922,-42,-1.32816
3923,10,0.316228
3924,2,0.0632456
3925,2,0.0632456
3926,-2,-0.0632456
3927,-46,-1.45465
3928,-16,-0.505964
3929,8,0.252982
3930,14,0.442719
3931,2,0.0632456
3932,20,0.632456
3933,6,0.189737
3934,-36,-1.13842
3935,18,0.56921
3936,30,0.948683
3937,26,0.822192
3938,-20,-0.632456
3939,36,1.13842
3940,-16,-0.505964
3941,56,1.77088
3942,-76,-2.40333
3943,-42,-1.32816
3944,-40,-1.26491
3945,16,0.505964
3946,-36,-1.13842
3947,16,0.505964
3948,60,1.89737
3949,-40,-1.26491
3950,20,0.632456
3951,-6,-0.189737
3952,-20,-0.632456
3953,-54,-1.70763
3954,26,0.822192
3955,-6,-0.189737
3956,16,0.505964
3957,14,0.442719
3958,42,1.32816
3959,-30,-0.948683
3960,38,1.20167
3961,44,1.3914
3962,4,0.126491
3963,-22,-0.695701
3964,36,1.13842
3965,8,0.252982
3966,-22,-0.695701
3967,10,0.316228
3968,-12,-0.379473
3969,-2,-0.0632456
3970,-12,-0.379473
3971,42,1.32816
3972,-38,-1.20167
3973,48,1.51789
3974,66,2.0871
3975,-10,-0.316228
3976,-42,-1.32816
3977,24,0.758947
3978,-12,-0.379473
3979,-20,-0.632456
3980,-62,-1.96061
3981,-42,-1.32816
3982,-6,-0.189737
3983,-30,-0.948683
3984,46,1.45465
3985,10,0.316228
3986,6,0.189737
3987,-8,-0.252982
3988,-6,-0.189737
3989,-30,-0.948683
3990,38,1.20167
3991,-30,-0.948683
3992,6,0.189737
3993,-14,-0.442719
3994,-28,-0.885438
3995,-74,-2.34009
3996,38,1.20167
3997,12,0.379473
3998,4,0.126491
3999,0,0
4000,-40,-1.26491
4001,-16,-0.505964
4002,-4,-0.126491
4003,-22,-0.695701
4004,26,0.822192
4005,-12,-0.379473
4006,28,0.885438
4007,2,0.0632456
4008,22,0.695701
4009,-18,-0.56921
4010,-16,-0.505964
4011,-20,-0.632456
4012,60,1.89737
4013,48,1.51789
4014,-2,-0.0632456
4015,46,1.45465
4016,-16,-0.505964
4017,-46,-1.45465
4018,58,1.83412
4019,-62,-1.96061
4020,-20,-0.632456
4021,20,0.632456
4022,8,0.252982
4023,10,0.316228
4024,14,0.442719
4025,-6,-0.189737
4026,4,0.126491
4027,-66,-2.0871
4028,-92,-2.9093
4029,-48,-1.51789
4030,-14,-0.442719
4031,-26,-0.822192
4032,0,0
4033,22,0.695701
4034,48,1.51789
4035,10,0.316228
4036,90,2.84605
4037,6,0.189737
4038,-66,-2.0871
4039,-34,-1.07517
4040,24,0.758947
4041,6,0.189737
4042,28,0.885438
4043,-34,-1.07517
4044,46,1.45465
4045,90,2.84605
4046,40,1.26491
4047,-36,-1.13842
4048,4,0.126491
4049,10,0.316228
4050,-26,-0.822192
4051,-4,-0.126491
4052,22,0.695701
4053,-10,-0.316228
4054,0,0
4055,-18,-0.56921
4056,-20,-0.632456
4057,24,0.758947
4058,22,0.695701
4059,-36,-1.13842
4060,-44,-1.3914
4061,20,0.632456
4062,20,0.632456
4063,-74,-2.34009
4064,16,0.505964
4065,72,2.27684
4066,16,0.505964
4067,26,0.822192
4068,16,0.505964
4069,-24,-0.758947
4070,28,0.885438
4071,-18,-0.56921
4072,0,0
4073,-14,-0.442719
4074,-24,-0.758947
4075,-42,-1.32816
4076,-24,-0.758947
4077,-14,-0.442719
4078,-22,-0.695701
4079,-30,-0.948683
4080,-26,-0.822192
4081,-30,-0.948683
4082,-14,-0.442719
4083,-4,-0.126491
4084,50,1.58114
4085,36,1.13842
4086,6,0.189737
4087,-8,-0.252982
4088,36,1.13842
4089,-4,-0.126491
4090,-16,-0.505964
4091,-8,-0.252982
4092,-12,-0.379473
4093,-24,-0.758947
4094,-58,-1.83412
4095,24,0.758947
4096,-16,-0.505964
4097,-28,-0.885438
4098,-6,-0.189737
4099,-42,-1.32816
4100,12,0.379473
4101,0,0
4102,16,0.505964
4103,-6,-0.189737
4104,-34,-1.07517
4105,-14,-0.442719
4106,-20,-0.632456
4107,-2,-0.0632456
4108,16,0.505964
4109,40,1.26491
4110,22,0.695701
4111,10,0.316228
4112,-24,-0.758947
4113,-56,-1.77088
4114,-64,-2.02386
4115,26,0.822192
4116,42,1.32816
4117,8,0.252982
4118,-18,-0.56921
4119,-2,-0.0632456
4120,8,0.252982
4121,34,1.07517
4122,2,0.0632456
4123,24,0.758947
4124,0,0
4125,-100,-3.16228
4126,24,0.758947
4127,16,0.505964
4128,2,0.0632456
4129,-8,-0.252982
4130,-24,-0.758947
4131,60,1.89737
4132,8,0.252982
4133,44,1.3914
4134,54,1.70763
4135,34,1.07517
4136,-10,-0.316228
4137,10,0.316228
4138,-30,-0.948683
4139,34,1.07517
4140,16,0.505964
4141,26,0.822192
4142,-38,-1.20167
4143,12,0.379473
4144,-8,-0.252982
4145,-8,-0.252982
4146,14,0.442719
4147,42,1.32816
4148,-24,-0.758947
4149,-66,-2.0871
4150,-60,-1.89737
4151,-18,-0.56921
4152,62,1.96061
4153,-4,-0.126491
4154,28,0.885438
4155,-42,-1.32816
4156,-8,-0.252982
4157,-8,-0.252982
4158,-76,-2.40333
4159,10,0.316228
4160,18,0.56921
4161,-8,-0.252982
4162,-2,-0.0632456
4163,-12,-0.379473
4164,16,0.505964
4165,-44,-1.3914
4166,-16,-0.505964
4167,-22,-0.695701
4168,8,0.252982
4169,-26,-0.822192
4170,-52,-1.64438
4171,-16,-0.505964
4172,-16,-0.505964
4173,60,1.89737
4174,-14,-0.442719
4175,-68,-2.15035
4176,4,0.126491
4177,20,0.632456
4178,22,0.695701
4179,-10,-0.316228
4180,50,1.58114
4181,0,0
4182,20,0.632456
4183,4,0.126491
4184,42,1.32816
4185,-16,-0.505964
4186,28,0.885438
4187,14,0.442719
4188,-2,-0.0632456
4189,40,1.26491
4190,16,0.505964
4191,28,0.885438
4192,2,0.0632456
4193,0,0
4194,-38,-1.20167
4195,38,1.20167
4196,22,0.695701
4197,-10,-0.316228
4198,6,0.189737
4199,-40,-1.26491
4200,-28,-0.885438
4201,-40,-1.26491
4202,-46,-1.45465
4203,-10,-0.316228
4204,-4,-0.126491
4205,24,0.758947
4206,-22,-0.695701
4207,18,0.56921
4208,-32,-1.01193
4209,18,0.56921
4210,-6,-0.189737
4211,0,0
4212,-6,-0.189737
4213,-12,-0.379473
4214,54,1.70763
4215,26,0.822192
4216,44,1.3914
4217,8,0.252982
4218,0,0
4219,42,1.32816
4220,-10,-0.316228
4221,-30,-0.948683
4222,-42,-1.32816
4223,-16,-0.505964
4224,-10,-0.316228
4225,0,0
4226,-12,-0.379473
4227,52,1.64438
4228,-42,-1.32816
4229,2,0.0632456
4230,-26,-0.822192
4231,30,0.948683
4232,14,0.442719
4233,4,0.126491
4234,14,0.442719
4235,-16,-0.505964
4236,44,1.3914
4237,-24,-0.758947
4238,-52,-1.64438
4239,-8,-0.252982
4240,28,0.885438
4241,12,0.379473
4242,-16,-0.505964
4243,42,1.32816
4244,-30,-0.948683
4245,-36,-1.13842
4246,44,1.3914
4247,-42,-1.32816
4248,6,0.189737
4249,48,1.51789
4250,24,0.758947
4251,-2,-0.0632456
4252,8,0.252982
4253,32,1.01193
4254,42,1.32816
4255,30,0.948683
4256,-30,-0.948683
4257,10,0.316228
4258,-50,-1.58114
4259,-10,-0.316228
4260,-38,-1.20167
4261,-18,-0.56921
4262,-36,-1.13842
4263,16,0.505964
4264,-36,-1.13842
4265,8,0.252982
4266,0,0
4267,-18,-0.56921
4268,12,0.379473
4269,10,0.316228
4270,-32,-1.01193
4271,-2,-0.0632456
4272,-4,-0.126491
4273,18,0.56921
4274,-30,-0.948683
4275,92,2.9093
4276,-2,-0.0632456
4277,2,0.0632456
4278,30,0.948683
4279,8,0.252982
4280,4,0.126491
4281,44,1.3914
4282,-32,-1.01193
4283,0,0
4284,-8,-0.252982
4285,-12,-0.379473
4286,84,2.65631
4287,6,0.189737
4288,-28,-0.885438
4289,-74,-2.34009
4290,-6,-0.189737
4291,28,0.885438
4292,-16,-0.505964
4293,-22,-0.695701
4294,4,0.126491
4295,-26,-0.822192
4296,6,0.189737
4297,26,0.822192
4298,-8,-0.252982
4299,32,1.01193
4300,38,1.20167
4301,28,0.885438
4302,20,0.632456
4303,4,0.126491
4304,-64,-2.02386
4305,4,0.126491
4306,16,0.505964
4307,8,0.252982
4308,12,0.379473
4309,-36,-1.13842
4310,-24,-0.758947
4311,-26,-0.822192
4312,-38,-1.20167
4313,24,0.758947
4314,-40,-1.26491
4315,-48,-1.51789
4316,-12,-0.379473
4317,-30,-0.948683
4318,-22,-0.695701
4319,4,0.126491
4320,-70,-2.21359
4321,-34,-1.07517
4322,52,1.64438
4323,12,0.379473
4324,44,1.3914
4325,38,1.20167
4326,-20,-0.632456
4327,44,1.3914
4328,-48,-1.51789
4329,62,1.96061
4330,26,0.822192
4331,-10,-0.316228
4332,-2,-0.0632456
4333,0,0
4334,12,0.379473
4335,42,1.32816
4336,48,1.51789
4337,-8,-0.252982
4338,16,0.505964
4339,8,0.252982
4340,44,1.3914
4341,-54,-1.70763
4342,30,0.948683
4343,-20,-0.632456
4344,10,0.316228
4345,-32,-1.01193
4346,22,0.695701
4347,38,1.20167
4348,20,0.632456
4349,-12,-0.379473
4350,-18,-0.56921
4351,-28,-0.885438
4352,-2,-0.0632456
4353,30,0.948683
4354,42,1.32816
4355,-28,-0.885438
4356,-10,-0.316228
4357,-2,-0.0632456
4358,18,0.56921
4359,0,0
4360,-36,-1.13842
4361,-20,-0.632456
4362,-10,-0.316228
4363,-56,-1.77088
4364,-4,-0.126491
4365,-126,-3.98447
4366,12,0.379473
4367,20,0.632456
4368,30,0.948683
4369,-2,-0.0632456
4370,-54,-1.70763
4371,-6,-0.189737
4372,14,0.442719
4373,-32,-1.01193
4374,36,1.13842
4375,-14,-0.442719
4376,-14,-0.442719
4377,-16,-0.505964
4378,34,1.07517
4379,22,0.695701
4380,-22,-0.695701
4381,2,0.0632456
4382,20,0.632456
4383,22,0.695701
4384,-40,-1.26491
4385,52,1.64438
4386,16,0.505964
4387,-8,-0.252982
4388,34,1.07517
4389,40,1.26491
4390,-16,-0.505964
4391,12,0.379473
4392,-40,-1.26491
4393,48,1.51789
4394,-42,-1.32816
4395,-28,-0.885438
4396,0,0
4397,-20,-0.632456
4398,-14,-0.442719
4399,-32,-1.01193
4400,4,0.126491
4401,52,1.64438
4402,14,0.442719
4403,-32,-1.01193
4404,-18,-0.56921
4405,44,1.3914
4406,32,1.01193
4407,60,1.89737
4408,-6,-0.189737
4409,48,1.51789
4410,-10,-0.316228
4411,26,0.822192
4412,-26,-0.822192
4413,6,0.189737
4414,6,0.189737
4415,-20,-0.632456
4416,-2,-0.0632456
4417,8,0.252982
4418,-28,-0.885438
4419,-30,-0.948683
4420,14,0.442719
4421,-8,-0.252982
4422,72,2.27684
4423,72,2.27684
4424,-24,-0.758947
4425,20,0.632456
4426,-38,-1.20167
4427,24,0.758947
4428,40,1.26491
4429,-22,-0.695701
4430,24,0.758947
4431,10,0.316228
4432,2,0.0632456
4433,22,0.695701
4434,-26,-0.822192
4435,-8,-0.252982
4436,-18,-0.56921
4437,6,0.189737
4438,20,0.632456
4439,-80,-2.52982
4440,10,0.316228
4441,-16,-0.505964
4442,14,0.442719
4443,10,0.316228
4444,50,1.58114
4445,90,2.84605
4446,42,1.32816
4447,8,0.252982
4448,8,0.252982
4449,-48,-1.51789
4450,-40,-1.26491
4451,6,0.189737
4452,10,0.316228
4453,4,0.126491
4454,6,0.189737
4455,-18,-0.56921
4456,2,0.0632456
4457,-20,-0.632456
4458,-16,-0.505964
4459,-18,-0.56921
4460,-74,-2.34009
4461,-36,-1.13842
4462,4,0.126491
4463,28,0.885438
4464,18,0.56921
4465,12,0.379473
4466,-34,-1.07517
4467,-30,-0.948683
4468,16,0.505964
4469,2,0.0632456
4470,-10,-0.316228
4471,26,0.822192
4472,-6,-0.189737
4473,28,0.885438
4474,38,1.20167
4475,-24,-0.758947
4476,6,0.189737
4477,-4,-0.126491
4478,4,0.126491
4479,24,0.758947
4480,6,0.189737
4481,12,0.379473
4482,-34,-1.07517
4483,6,0.189737
4484,-36,-1.13842
4485,-56,-1.77088
4486,36,1.13842
4487,-24,-0.758947
4488,-8,-0.252982
4489,48,1.51789
4490,36,1.13842
4491,6,0.189737
4492,-36,-1.13842
4493,4,0.126491
4494,14,0.442719
4495,10,0.316228
4496,-38,-1.20167
4497,-24,-0.758947
4498,-62,-1.96061
4499,0,0
4500,-10,-0.316228
4501,8,0.252982
4502,-48,-1.51789
4503,-22,-0.695701
4504,38,1.20167
4505,24,0.758947
4506,-36,-1.13842
4507,-24,-0.758947
4508,18,0.56921
4509,-12,-0.379473
4510,-56,-1.77088
4511,-10,-0.316228
4512,18,0.56921
4513,26,0.822192
4514,-30,-0.948683
4515,-10,-0.316228
4516,-24,-0.758947
4517,16,0.505964
4518,-58,-1.83412
4519,18,0.56921
4520,16,0.505964
4521,-8,-0.252982
4522,22,0.695701
4523,-66,-2.0871
4524,22,0.695701
4525,-58,-1.83412
4526,-32,-1.01193
4527,-8,-0.252982
4528,62,1.96061
4529,16,0.505964
4530,-36,-1.13842
4531,-12,-0.379473
4532,14,0.442719
4533,-22,-0.695701
4534,14,0.442719
4535,32,1.01193
4536,-4,-0.126491
4537,-2,-0.0632456
4538,-34,-1.07517
4539,16,0.505964
4540,-6,-0.189737
4541,-6,-0.189737
4542,20,0.632456
4543,-4,-0.126491
4544,-10,-0.316228
4545,46,1.45465
4546,-8,-0.252982
4547,72,2.27684
4548,-4,-0.126491
4549,44,1.3914
4550,12,0.379473
4551,-10,-0.316228
4552,0,0
4553,-24,-0.758947
4554,20,0.632456
4555,2,0.0632456
4556,-36,-1.13842
4557,-6,-0.189737
4558,-12,-0.379473
4559,2,0.0632456
4560,-20,-0.632456
4561,-62,-1.96061
4562,58,1.83412
4563,52,1.64438
4564,4,0.126491
4565,10,0.316228
4566,-32,-1.01193
4567,-14,-0.442719
4568,40,1.26491
4569,48,1.51789
4570,4,0.126491
4571,18,0.56921
4572,-22,-0.695701
4573,-38,-1.20167
4574,-2,-0.0632456
4575,4,0.126491
4576,2,0.0632456
4577,-8,-0.252982
4578,-30,-0.948683
4579,10,0.316228
4580,48,1.51789
4581,-2,-0.0632456
4582,16,0.505964
4583,-8,-0.252982
4584,-10,-0.316228
4585,-42,-1.32816
4586,8,0.252982
4587,10,0.316228
4588,-22,-0.695701
4589,24,0.758947
4590,-10,-0.316228
4591,34,1.07517
4592,-26,-0.822192
4593,-20,-0.632456
4594,46,1.45465
4595,8,0.252982
4596,22,0.695701
4597,10,0.316228
4598,-4,-0.126491
4599,-44,-1.3914
4600,-16,-0.505964
4601,28,0.885438
4602,40,1.26491
4603,10,0.316228
4604,26,0.822192
4605,-14,-0.442719
4606,12,0.379473
4607,22,0.695701
4608,40,1.26491
4609,6,0.189737
4610,48,1.51789
4611,-64,-2.02386
4612,20,0.632456
4613,12,0.379473
4614,-36,-1.13842
4615,-8,-0.252982
4616,52,1.64438
4617,24,0.758947
4618,16,0.505964
4619,42,1.32816
4620,-22,-0.695701
4621,-22,-0.695701
4622,12,0.379473
4623,70,2.21359
4624,-16,-0.505964
4625,-36,-1.13842
4626,24,0.758947
4627,10,0.316228
4628,-36,-1.13842
4629,18,0.56921
4630,30,0.948683
4631,-14,-0.442719
4632,-30,-0.948683
4633,-58,-1.83412
4634,38,1.20167
4635,34,1.07517
4636,90,2.84605
4637,-2,-0.0632456
4638,26,0.822192
4639,-14,-0.442719
4640,-6,-0.189737
4641,22,0.695701
4642,6,0.189737
4643,-10,-0.316228
4644,0,0
4645,-16,-0.505964
4646,-56,-1.77088
4647,52,1.64438
4648,18,0.56921
4649,-34,-1.07517
4650,2,0.0632456
4651,-24,-0.758947
4652,36,1.13842
4653,6,0.189737
4654,42,1.32816
4655,20,0.632456
4656,-20,-0.632456
4657,60,1.89737
4658,14,0.442719
4659,-12,-0.379473
4660,10,0.316228
4661,-14,-0.442719
4662,72,2.27684
4663,52,1.64438
4664,-6,-0.189737
4665,-20,-0.632456
4666,52,1.64438
4667,2,0.0632456
4668,-56,-1.77088
4669,-40,-1.26491
4670,48,1.51789
4671,-54,-1.70763
4672,-22,-0.695701
4673,54,1.70763
4674,30,0.948683
4675,14,0.442719
4676,-28,-0.885438
4677,0,0
4678,-40,-1.26491
4679,-38,-1.20167
4680,-2,-0.0632456
4681,12,0.379473
4682,52,1.64438
4683,8,0.252982
4684,-8,-0.252982
4685,-82,-2.59307
4686,-10,-0.316228
4687,52,1.64438
4688,-32,-1.01193
4689,-2,-0.0632456
4690,-8,-0.252982
4691,-66,-2.0871
4692,-20,-0.632456
4693,36,1.13842
4694,8,0.252982
4695,16,0.505964
4696,4,0.126491
4697,42,1.32816
4698,-6,-0.189737
4699,-26,-0.822192
4700,56,1.77088
4701,40,1.26491
4702,-34,-1.07517
4703,4,0.126491
4704,-12,-0.379473
4705,-12,-0.379473
4706,42,1.32816
4707,-46,-1.45465
4708,-14,-0.442719
4709,56,1.77088
4710,-22,-0.695701
4711,8,0.252982
4712,-36,-1.13842
4713,0,0
4714,-86,-2.71956
4715,-16,-0.505964
4716,38,1.20167
4717,-36,-1.13842
4718,-44,-1.3914
4719,4,0.126491
4720,18,0.56921
4721,6,0.189737
4722,-24,-0.758947
4723,30,0.948683
4724,-20,-0.632456
4725,72,2.27684
4726,-52,-1.64438
4727,-42,-1.32816
4728,0,0
4729,-10,-0.316228
4730,-14,-0.442719
4731,22,0.695701
4732,20,0.632456
4733,84,2.65631
4734,-58,-1.83412
4735,-22,-0.695701
4736,12,0.379473
4737,-46,-1.45465
4738,12,0.379473
4739,-8,-0.252982
4740,-30,-0.948683
4741,-22,-0.695701
4742,26,0.822192
4743,10,0.316228
4744,-2,-0.0632456
4745,-26,-0.822192
4746,-66,-2.0871
4747,-84,-2.65631
4748,0,0
4749,0,0
4750,-56,-1.77088
4751,-10,-0.316228
4752,-6,-0.189737
4753,-82,-2.59307
4754,-10,-0.316228
4755,32,1.01193
4756,-8,-0.252982
4757,-2,-0.0632456
4758,-6,-0.189737
4759,-26,-0.822192
4760,12,0.379473
4761,-62,-1.96061
4762,-30,-0.948683
4763,-26,-0.822192
4764,44,1.3914
4765,26,0.822192
4766,-10,-0.316228
4767,-18,-0.56921
4768,-36,-1.13842
4769,-44,-1.3914
4770,26,0.822192
4771,-20,-0.632456
4772,16,0.505964
4773,-2,-0.0632456
4774,16,0.505964
4775,34,1.07517
4776,-10,-0.316228
4777,20,0.632456
4778,10,0.316228
4779,16,0.505964
4780,12,0.379473
4781,56,1.77088
4782,-48,-1.51789
4783,-48,-1.51789
4784,-26,-0.822192
4785,18,0.56921
4786,-6,-0.189737
4787,-14,-0.442719
4788,-34,-1.07517
4789,20,0.632456
4790,-4,-0.126491
4791,-34,-1.07517
4792,-8,-0.252982
4793,12,0.379473
4794,4,0.126491
4795,-52,-1.64438
4796,-40,-1.26491
4797,-38,-1.20167
4798,24,0.758947
4799,14,0.442719
4800,-34,-1.07517
4801,46,1.45465
4802,-36,-1.13842
4803,-48,-1.51789
4804,-20,-0.632456
4805,18,0.56921
4806,-28,-0.885438
4807,2,0.0632456
4808,8,0.252982
4809,-28,-0.885438
4810,32,1.01193
4811,-16,-0.505964
4812,14,0.442719
4813,-16,-0.505964
4814,2,0.0632456
4815,6,0.189737
4816,-14,-0.442719
4817,-2,-0.0632456
4818,0,0
4819,-30,-0.948683
4820,24,0.758947
4821,22,0.695701
4822,26,0.822192
4823,14,0.442719
4824,28,0.885438
4825,-14,-0.442719
4826,-58,-1.83412
4827,16,0.505964
4828,-48,-1.51789
4829,-6,-0.189737
4830,26,0.822192
4831,0,0
4832,0,0
4833,28,0.885438
4834,18,0.56921
4835,-16,-0.505964
4836,32,1.01193
4837,-20,-0.632456
4838,-10,-0.316228
4839,-68,-2.15035
4840,-12,-0.379473
4841,-10,-0.316228
4842,24,0.758947
4843,10,0.316228
4844,8,0.252982
4845,-28,-0.885438
4846,-56,-1.77088
4847,-42,-1.32816
4848,-22,-0.695701
4849,64,2.02386
4850,16,0.505964
4851,22,0.695701
4852,-26,-0.822192
4853,-16,-0.505964
4854,-12,-0.379473
4855,-22,-0.695701
4856,-8,-0.252982
4857,-12,-0.379473
4858,22,0.695701
4859,-30,-0.948683
4860,-44,-1.3914
4861,-64,-2.02386
4862,28,0.885438
4863,8,0.252982
4864,52,1.64438
4865,-22,-0.695701
4866,-20,-0.632456
4867,52,1.64438
4868,10,0.316228
4869,-4,-0.126491
4870,-30,-0.948683
4871,-2,-0.0632456
4872,10,0.316228
4873,-20,-0.632456
4874,-36,-1.13842
4875,48,1.51789
4876,38,1.20167
4877,26,0.822192
4878,-22,-0.695701
4879,22,0.695701
4880,30,0.948683
4881,-6,-0.189737
4882,-24,-0.758947
4883,30,0.948683
4884,42,1.32816
4885,-18,-0.56921
4886,-26,-0.822192
4887,-12,-0.379473
4888,28,0.885438
4889,0,0
4890,30,0.948683
4891,16,0.505964
4892,-16,-0.505964
4893,-16,-0.505964
4894,-48,-1.51789
4895,66,2.0871
4896,-6,-0.189737
4897,16,0.505964
4898,-44,-1.3914
4899,-16,-0.505964
4900,40,1.26491
4901,18,0.56921
4902,88,2.7828
4903,2,0.0632456
4904,-12,-0.379473
4905,8,0.252982
4906,-8,-0.252982
4907,24,0.758947
4908,10,0.316228
4909,0,0
4910,8,0.252982
4911,2,0.0632456
4912,26,0.822192
4913,24,0.758947
4914,44,1.3914
4915,20,0.632456
4916,-40,-1.26491
4917,2,0.0632456
4918,-64,-2.02386
4919,-6,-0.189737
4920,-6,-0.189737
4921,-30,-0.948683
4922,8,0.252982
4923,56,1.77088
4924,-2,-0.0632456
4925,10,0.316228
4926,14,0.442719
4927,18,0.56921
4928,68,2.15035
4929,28,0.885438
4930,-16,-0.505964
4931,16,0.505964
4932,-42,-1.32816
4933,-12,-0.379473
4934,12,0.379473
4935,16,0.505964
4936,28,0.885438
4937,42,1.32816
4938,-4,-0.126491
4939,30,0.948683
4940,26,0.822192
4941,-18,-0.56921
4942,12,0.379473
4943,38,1.20167
4944,42,1.32816
4945,18,0.56921
4946,12,0.379473
4947,-4,-0.126491
4948,0,0
4949,48,1.51789
4950,8,0.252982
4951,66,2.0871
4952,38,1.20167
4953,34,1.07517
4954,56,1.77088
4955,12,0.379473
4956,-10,-0.316228
4957,0,0
4958,-74,-2.34009
4959,28,0.885438
4960,6,0.189737
4961,40,1.26491
4962,-14,-0.442719
4963,-4,-0.126491
4964,44,1.3914
4965,14,0.442719
4966,40,1.26491
4967,-62,-1.96061
4968,-42,-1.32816
4969,54,1.70763
4970,-16,-0.505964
4971,-14,-0.442719
4972,-22,-0.695701
4973,2,0.0632456
4974,32,1.01193
4975,-16,-0.505964
4976,-26,-0.822192
4977,20,0.632456
4978,52,1.64438
4979,-26,-0.822192
4980,-32,-1.01193
4981,-30,-0.948683
4982,-8,-0.252982
4983,-96,-3.03579
4984,-2,-0.0632456
4985,22,0.695701
4986,-26,-0.822192
4987,-10,-0.316228
4988,-38,-1.20167
4989,-4,-0.126491
4990,-16,-0.505964
4991,-18,-0.56921
4992,-18,-0.56921
4993,-26,-0.822192
4994,-14,-0.442719
4995,-46,-1.45465
4996,0,0
4997,-16,-0.505964
4998,12,0.379473
4999,16,0.505964
